text,label,book_id
"After a time he wakes forth from
his delirium, but he cannot even then be called a sufferer. On the
contrary, his situation, even while he is so entirely dependent upon
those around him, is really the most independent one in the world. His
lightest wish is cared for as if his life were the price of its
non-accomplishment. All his friends and kinsmen, and neighbours whom he
hardly knows by sight, vie with each other in trying to keep pace with
his returning appetite. He is the absolute monarch of all he surveys.",1900-2000,35412
"""The priest spoke again: 'Ay, ay, gentlemen, gentlemen, this is not
well. I know not how we shall manage to be rid of a portion of these
women.' ""Thereupon the King's judge said to the priest: 'Let your reverence be
content; we will arrange the business, and in the beginning we will
only call in the women of distinction. When they see that they must
really give in or be imprisoned, the others will soon withdraw
themselves and run away.'",1483-1600,33795
"_Answ._ It is but 10000 _l._ a Man one with another; _i. e._ but 100
hundred Pound-bags, which may very well be weighed and seal’d up, and
entered in a Book in 5 hours time; _viz._ 20 in an hour; and as for the
great Banks and Cashes of _England_, such as the _Royal Bank_,
_East-India Company_, and the like, they need not remove their Money at
all; but Commissioners may be sworn and sent to their respective
Treasuries, taking sufficient Security of the said Treasurers and
Cashiers, that none of the said Money shall be remov’d or touch’d in 24
hours. _Object._ V.

_It will be a great Trouble to carry_ 100 l. 10 _Miles for_ 20 _s._

_Answ._ It may not be 100 Men’s Case in all the Nation, and no Man is
forc’d to carry it; and he who don’t carry it, hath lost nothing but
what he might have gained. For this is all clear Gains to every Man, who as soon as he has received
his 20 _s._ can keep the 20 _s._ and pay a Debt with the 100 _l._


                             _Object._ VI. _The want of a less Intrinsick Value, than_ 20 _l._ per Cent.",1600-1700,57020
"But they amuse me."" A sense of humour, agreed the stranger, was always of advantage. ""Our family on my mother's side,"" continued Sir William's cousin in her
placid monotone, ""was connected with the Tatton-Joneses, who when King
George the Fourth--"" Sir William's cousin, needing another reel of
cotton, glanced up, and met the stranger's gaze.",1900-2000,865
"But no modification could make it into an Honour
School of English Literature correspondingly adequate, for the simple
reason that the study of English Literature cannot be isolated from the
study of those literatures with which it is inseparably linked. The
absurdity of assuming that the student of Philology could separate a
single language or dialect from the group to which it belongs, that he
could isolate Anglo-Saxon from Gothic, or Middle English from
Anglo-Saxon, the Celtic of the Cymbry from the Celtic of the Gaels, is
not greater than to assume that the study of our Literature can be
severed from the study of those literatures which stand in precisely the
same relation to it as one of those dialects stands to the others in the
same group. If the legislators of this School decline to reform it, then it is the
duty of Oxford--a duty which she owes alike to education and to her own
honour--to counteract the mischief which this institution must, by
degrading throughout England and the colonies the whole level of liberal
instruction and study on its most important side, inevitably do. To the
herd of imperfectly and erroneously disciplined teachers which this
institution will turn loose on education, let her oppose, at least, a
minority which shall worthily represent her.",1900-2000,34370
"If they
met a sinner, they tenderly besought him to be reconciled to God,
to give up his sins, ""flee from the wrath to come,"" and start at
once for Heaven. If they met in each other's houses, they
gathered around the organ or the piano and sang hymns and songs,
and did not part till they had united in prayer. There was no criticising of their neighbours, no grumbling and
complaining about the weather, no fault-finding with their lot in
life, or their daily surroundings and circumstances. Their
conversation was joyous, cheerful, and helpful to one another. Nor was it forced and out of place, but rather it was the
natural, spontaneous outflow of loving, humble, glad hearts
filled with the Spirit, in union with Jesus, and in love and
sympathy with their fellow-men.",1900-2000,6135
"The night seemed interminable,
as if the car of time were driven backward, and she longed
inexpressibly for the dawning of day. Four o'clock came at last;
silence brooded over the town; the western breeze had sung itself to
rest, and there was a solemn hush, as though all nature stood still
to witness the struggle between dusky Azrael and a human soul. Clara
slept.",1800-1900,4246
"Maynard finding his own sloop had way, and would soon be on board,
ordered his men all down below, for fear of another broadside, which
would have been his total destruction. He himself was the only man that
kept the deck, even the man at the helm lying down snug; the men in the
hold were ordered to get their pistols and cutlasses ready for close
fighting, and to come up the companion at a moment's signal. Two ladders
were placed in the hatchway ready for the word.",1700-1800,38633
"Mrs. Macquarie was prevented
from writing by ill health at the time I left the colony, but desired me
to communicate the fact as she had herself intended. That several of
those who went out in the Lord Wellington behaved very ill after their
arrival, does not militate against the system of reform adopted by the
Ladies’ Committee; nor would my opinion of its invaluable efficacy be
altered in the least, were I told that every one of those who were under
my care has been ruined in the colony, because I know what a state of
depravity prevails there. Minds much stronger than theirs have yielded
to temptation; and in no country is that evil more concentrated and
destructive than in New South Wales. With respect to the rising generation in the colony, I have not
sufficient data to enable me to speak with certainty; but it may be
stated that, notwithstanding the boundless depravity of the parents, the
children, generally speaking, are well disposed, given to industry, and
of religious habits.",1800-1900,53643
"One can get used to
almost any thing. I have even got used to the society of men and women. Their cubs (called boys and girls) often play with me, and sometimes
they tease me.",1800-1900,40755
"It may, however, be a direction in case of the approach of a like
visitation, which God keep the city from;--I say, it may be of use to
observe that by the care of the Lord Mayor and aldermen at that time in
distributing weekly great sums of money for relief of the poor, a
multitude of people who would otherwise have perished, were relieved,
and their lives preserved. And here let me enter into a brief state of
the case of the poor at that time, and what way apprehended from them,
from whence may be judged hereafter what may be expected if the like
distress should come upon the city. At the beginning of the plague, when there was now no more hope but that
the whole city would be visited; when, as I have said, all that had
friends or estates in the country retired with their families; and when,
indeed, one would have thought the very city itself was running out of
the gates, and that there would be nobody left behind; you may be sure
from that hour all trade, except such as related to immediate
subsistence, was, as it were, at a full stop. This is so lively a case, and contains in it so much of the real
condition of the people, that I think I cannot be too particular in it,
and therefore I descend to the several arrangements or classes of people
who fell into immediate distress upon this occasion.",1700-1800,376
"""I am using the word `happy' in a wider and deeper sense than yours,""
said Winifred, a little loftily. ""But we must talk about it some other
time. I flatter myself I have thought it out pretty thoroughly.""",1800-1900,43108
[Sidenote: Rob. Bruce fled into Kentire.] [Sidenote: His wife and brother are taken.] [Sidenote: The earle of Atholl taken.],1483-1600,46668
"Then the two eminent soldiers, whose names had of late been so
familiar in the mouths of men, shook hands and embraced with heroic
cordiality, while a mighty shout went up from the multitude around. It
was a stately and dramatic spectacle, that peaceful meeting of the rival
leaders in a war which had begun before either of them was born. The
bystanders observed, or thought that they observed, signs of great
emotion on the faces of both. It has also been recorded that each
addressed the other in epigrammatic sentences of compliment.",1483-1600,4884
"Articles Drafted by Luther. In the memorandum of December 1 the Elector spoke of the articles Luther
was to frame as follows: Although, in the first place, it may easily be
perceived that whatsoever our party may propose in such a [popish]
council as has been announced will have no weight with the opposition,
miserable, blinded, and mad men that they are, no matter how well it is
founded on Holy Scripture moreover, everything will have to be Lutheran
heresy, and their verdict, which probably has already been decided and
agreed upon, must be adopted and immediately followed by their proposed
ban and interdict [decree excommunicating and outlawing our party], it
will, nevertheless, be very necessary for Doctor Martin to prepare his
foundation and opinion from the Holy Scriptures, namely, the articles as
hitherto taught, preached, and written by him, and which he is
determined to adhere to and abide by at the council, as well as upon his
departure from this world and before the judgment of Almighty God, and
in which we cannot yield without becoming guilty of treason against God,
even though property and life, peace or war, are at stake. Such articles
however, as are not necessary, and in which for the sake of Christian
love, yet without offense against God and His Word, something might be
yielded (though, doubtless, they will be few in number), should in this
connection also be indicated separately by said Doctor Martin. And when
Doctor Martin has completed such work (which, if at all possible for the
Doctor, must be done between the present date and that of the Conversion
of St. Paul [January 25], at the latest), he shall thereupon present it
to the other Wittenberg theologians, and likewise to some prominent
preachers whose presence he should require to hear from them, at the
same time admonishing them most earnestly, and asking them whether they
agreed with him in these articles which he had drawn up, or not, and
thereupon, as they hoped for their souls salvation their sentiment and
opinion be learned in its entirety, but not in appearance, for the sake
of peace, or because they did not like to oppose the Doctor, and for
this reason would not fully open their hearts, and still, at a later
time would teach, preach, write, and make public something else or
advise the people against said articles, as some have in several
instances done before this. An agreement having been reached, the
articles were to be subscribed by all and prepared in German and Latin.",1700-1800,26909
"To-day was the day. Question
45, ""Mr. Ginnell, to ask the Prime Minister, &c., &c.,"" was eagerly
awaited. There was no saying that the hon. Member, if dissatisfied
with the reply, would not hurl the Mace at the CHANCELLOR OF THE
EXCHEQUER, so as to ensure a properly dramatic exit. At last No.",1700-1800,11704
"_Empusa_, is an apparition of the Diuel, or a spirit which sheweth
it selfe vnto such as are in misery, chaunging his shape into diuers
formes, and for the most part appeareth at noone time. Read more
hereof in =Suidas=. [Sidenote: Dicelon.]",1483-1600,51038
"On the same night, being wednesdaie, the king came to Tutburie, and
lodged in the castell, sending foorth the next day with all speed,
letters to the shiriffe of Derbishire and Notinghamshire, aduertising
him both of the successe he had against his enimies, and withall,
pronouncing them and all their adherents, rebels and traitors to
him and his realme, and that for such they should be reputed, taken
and vsed. Wherefore he commanded in the same letters or writs, vpon
forfeiture of all that the said shiriffe might forfeit, he should
pursue the said rebels, that is, the earles of Lancaster and Hereford,
the lords Roger Damorie, Hugh Audelie the yoonger, Iohn de Mowbraie,
Bartholomew de Badelismere, Roger de Clifford, Iohn Gifford de
Brimesfield, Henrie Tieis, and all and euerie other person or persons
that were of their confederacie, or in their companies; causing hue
and crie to be raised vpon them, in what part soeuer they might be
heard of, and in all places where the said shiriffe should thinke it
expedient, and to inioine and streightlie command all and singular
persons, the said rebels and enimies to pursue, take and arrest, and
them to deliuer vnto the said shiriffe, and that such as were not
able to pursue them, yet with hand or horne they should leuie hue and
crie against them, in paine that being found negligent herein, to be
accompted for fauourers and adherents to the said rebels and traitors,
and that the said shiriffe should therevpon apprehend them, and put
them in prison. The writ was dated at Tutburie the eleuenth of March,
and the like writs were directed and sent foorth to all other shiriffes
through the realme, and likewise to the bishop of Durham, and to the
iustice of Chester. [Sidenote: Proclamations made for the peace to be kept.] Beside this, he directed also other writs to the said shiriffes and
others, that although he had beene constreined to passe in forceable
wise through diuerse parts of his realme, and the marches of Wales, to
suppresse the malicious rebellion of diuerse his subiects, and that
as yet he was constreined to continue his iournie in such forceable
wise, neuertheles his pleasure was, that the peace should be mainteined
and kept throughout his realme, with the statutes, lawes and customes
inuiolated, and therfore he commanded the said shiriffes, that they
should cause the same to be proclaimed in places where was thought
most expedient, as well within liberties as without, inhibiting that
any maner of person, of what state or condition soeuer he was, vpon
paine that might fall thereon, to attempt any thing to the breach of
peace; but that euerie man should seeke to mainteine and preserue the
peace and tranquillitie of the people, with the statutes, lawes and
good customes of the land, to the vttermost of his power: this alwaies
obserued, that the rebels, wheresoeuer they might be found, should be
arrested, and committed to safe custodie.",1483-1600,46669
"It is a curious contradiction in our ideas of propriety, which are
measured apparently by uncertain intervals of time, that we regard as
felonious a man who disinters a body and steals a ring from the fingers
of the corpse a few days after burial in an English churchyard, but we
honour and admire an individual who upon a wholesale scale digs up old
cemeteries and scatters the bones of ancient kings and queens, princes,
priests, and warriors, and having collected the jewellery, arms, and
objects of vanity that were buried with them, neglects the once honoured
bones, but sells the gold and pottery to the highest bidder. Sentiment
is measured and weighed by periods, and as grief is mitigated by time,
so also is our respect for the dead, even until we barter their ashes
for gold as an honourable transaction. The most important object of antiquity that has been recently discovered
by excavations at Dali is the statue of Sargon, king of Assyria, 707
B.C., to whom the Cypriote kings paid tribute. This was sent to the
Berlin Museum by Mr. Hamilton Lang, and is described in his interesting
work upon Cyprus during the term of several years' consulship.",1800-1900,3656
"Despite the tragedy of it all, a little smile went round the group
of onlookers. It meant to say that that was just Ben Thurston all
over—irascible and vindictive. But some faces looked grave. “May go mighty hard with Willoughby,” murmured one voice, that of the
old grey-headed man, the blacksmith at the rancho for twenty years or
more. “I wouldn’t like to feel the weight of the old devil’s hand.”

But just then the automobile came round the house, piloted by Jack
Rover.",1900-2000,52289
"And
why should they only that heard him, Lay their Hands upon him, and not
rather a Priest, Levite, or other Minister of Justice, but that
none else were able to design, and demonstrate to the eyes of the
Congregation, who it was that had blasphemed, and ought to die? And
to design a man, or any other thing, by the Hand to the Eye is lesse
subject to mistake, than when it is done to the Eare by a Name. And so much was this ceremony observed, that in blessing the whole
Congregation at once, which cannot be done by Laying on of Hands, yet
""Aaron (Levit. 9.22.)",1600-1700,3207
"By this
means, he severed from the continent the cities of Dion, Olophyxus,
Acrothoon, Thysus, and Cleone. It is said, however, that Xerxes undertook
this enterprise only out of ostentation, and to perpetuate the memory of
his name, since he might, with far less trouble, have caused his fleet to
be conveyed over the isthmus, as was the practice in those days. He likewise commanded a bridge of boats to be laid over the Hellespont,
for the passing of his forces from Asia into Europe. The sea which
separates Sestos and Abydos, where the bridge was built, is seven furlongs
over. The work was carried on with great expedition by the Phoenicians and
Egyptians, who had no sooner finished it, but a violent storm arising,
broke it in pieces, and dispersed or dashed against the shore the vessels
of which it was composed: which when Xerxes heard, he fell into such a
violent transport of anger, that he commanded three hundred stripes to be
inflicted on the sea, and a pair of fetters to be thrown into it;
enjoining those who were trusted with the execution of his orders, to
pronounce these words:--""Thou salt and bitter element, thy master has
condemned thee to this punishment, for offending him without cause; and is
resolved to pass over thee, in spite of thy billows, and insolent
resistance.""",1800-1900,41983
"That was a bitter voyage for me. I suffered dreadfully
from sickness and from cold in the southern latitudes; and I got plenty
of kicks and cuffs from the mates and the sailors, and plenty of dousing
and sousing with salt water that came sweeping over the ship's sides,
and with hail and rain as we had to turn out of our hammocks at night
when storms were raging, and we had to go up into the shrouds, and out
along the slippering, reeling yards, hanging over the dark, boiling,
roaring seas below. Oh! I often thought of these pleasant fields and
farms, and all my old favourite nooks in the woods and dells, at those
times, and I was often tempted just to drop off the yard-end, and bury
all my troubles in the raging ocean. But I got better of that; the
captain began to notice me for an active, and, as he said, clever
fellow, and I began to like the sea.",1700-1800,43245
"He did this, as he has often
proudly declared, to show to the infidel world that there were some men in
the parish who were true Christians. He has acquired a profound respect
for Sir PETER LAURIE, since the alderman's judgments upon ""the starving
villains who would fly in the face of their Maker;"" and, having a very
comfortable balance at his banker's, considers all despair very weak, very
foolish, and very sinful. He, however, blesses himself that for such
miscreants there is Newgate; and more--there is Sir PETER LAURIE.",1800-1900,14942
"A literary and dramatic event happened in 1892 which showed the power
of Cahan and his Socialist associates in influencing the taste of the
Ghetto. It was the production of Gordin's drama _Siberia_. Up to that
time, nothing but conventional opera, melodrama, and historical plays
had been given on the Bowery, but the day after the performance of
_Siberia_ the _Arbeiterzeitung_ contained a long review of the play by
Cahan, welcoming it enthusiastically as an event breaking the way for
realistic art in the colony. Since then this type of play has taken a
prominent place in the repertory at the Yiddish theatres.",1900-2000,41028
"""Look here, Buckle,"" said Mr. Conway suddenly. ""Are you _sure_ that the
cup was in the case when you brought it away from the field? You see,""
continued the speaker, lifting the oak box from the floor at his side,
""the case itself is heavy, so, even if it had been empty, you might not
have noticed the difference in the weight."" ""But I saw Herbert put the cup in myself, sir,"" was the answer. ""Then he
locked the box and gave it straight into my hands.",1900-2000,36341
ah me! DELI. And how does master Fastidious Brisk? FAST.,1483-1600,3695
"'Kidnap him?' 'Yes? he is but a small chap,' said the old man, tranquilly. They fastened their boat to the log-dock, and started ashore.",1800-1900,6436
"and
      authorities there cited. Cod. Theod.",1800-1900,34989
"Did he know
English, he could sing with Thomas Gray:

    “From toil he wins his spirits light,
    From busy day the peaceful night:
    Rich, from the very want of wealth,
    In heaven’s best treasures, peace and health.”

And he puts into practical life what another of our sages well
expressed when he said: “Occupation and exercise are the hand-maidens
of purity and strength.” Too often we merely read these wise words. The
Indian lives them. In this the white race can well imitate him. He
faces hardship and danger with eagerness that thereby he may develop
courage and strength. He takes his sons and punishes them in what we
should call a cruel manner to develop fortitude; he sends them out
into the desert, mountain, and forest solitudes that there they may
meet and talk with Those Above.",1900-2000,53532
Musle not the Oxens mouth. Many words would have meikle drink. Many man speirs the gate he kens full well.,1700-1800,7018
"Is it my Lady Mother. Is she not downe so late, or vp so early? What vnaccustom'd cause procures her hither? Lad. Why how now Iuliet?",1483-1600,2261
"[Footnote 24: _Folklore of the Fjort_, pp. 82-84.] In ""John-Crow and Fowl-hawk"" (XLVI.) we _may_ have a reminiscence of
the class of stories represented by the Yao ""Kalikalanje,"" in which an
unborn child is promised by the mother in return for a service
rendered her by some person or animal. The resemblance, however, is
not very marked, and the incident is quite lost sight of in the later
part of the story.",1900-2000,35410
"""So! thou art really she!"" said the old woman. ""Yes!",1700-1800,43245
"By some
such logical process, Queen Mary and Bothwell may have satisfied
themselves of the propriety of blowing up Darnley: Mr. and Mrs. Manning,
as they sate at meat with their destined victim over his ready-made
grave, may have argued themselves into self-approval of the crowning
rite with which their hospitalities were to terminate: any scampish
apprentice with designs upon his master's till, any burglar plotting an
entry into a goldsmith's shop, may become convinced of his rectitude of
purpose, and even take credit for public-spirited zeal, in seeking to
appropriate to his own use part of another's wealth, which he may fairly
suppose would be productive of more enjoyment if divided between two or
more than if left in the hands of one, and that one already perhaps the
possessor of more than he knows what to do with. Precisely the same sophistry will not indeed suffice for those disciples
who, adopting the alternative law of the utilitarian code, feel bound to
attend to the consequences not of individual actions, but of classes of
actions. The cleverest self-deceiver can scarcely bring himself to
believe that, because it might suit his personal convenience to kill or
steal, killing and stealing would not be prejudicial to society if
generally practised. Still, it is only necessary to have, or to fancy
one has, public instead of private objects in view, in order to be able
to look with approbation, from an utilitarian point of view, on any
amount of homicide or robbery. It was the very same Robespierre that,
while as yet diocesan judge at Arras, felt constrained to abdicate
because, 'behold, one day comes a culprit whose crime merits hanging,
and strict-minded, strait-laced Max's conscience will not permit the
dooming of any son of Adam to die,' who, shortly after, when
sufficiently imbued with the utilitarian spirit, was fully prepared to
wade through floods of slaughter towards the enthronisation of his
principles--one of those principles evidently being that, if the
decimation of mankind would conduce to the greater happiness of the
residue, adding more to the happiness of the nine-tenths whom it spared
than it took from the tenth whom it destroyed, the said decimation would
be a duty incumbent on any one possessed of power to perpetrate it.",1800-1900,29917
"According to the arrangements we were to charge on
the Saturday morning, two hours after the bombardment began. The
bombardment was to have started at five o’clock; but somehow the Turks
got to know about it, and our attack was postponed till ten o’clock. At
that hour we were ready for our job. I shall never forget that Saturday morning at Achi Baba. I had my sight
then, and could watch all that was going on.",1900-2000,48107
"Even that austere critic, Scaliger, made the principles of it
so far his concern, that he was able personally to satisfy an
Emperor's curiosity, as to the nature and meaning of the Pirrhic
dance, by executing it before him. All this I mention purely to obviate the prepossession of the
art being so frivolous, so unworthy of the attention of the
manly and grave, as it is vulgarly, or on a superficial view,
imagined. It is not high notions of it that I am so weak as to
aim at impressing; all that I wish is to give just ones: it
being perhaps as little eligible, for want of consideration, to
see less in this art than it really deserves, than, from a fond
partiality for it, to see more than there is in it. A

                    TREATISE

                     on the

                ART of DANCING.",1700-1800,24643
"There was a pretty numerous company
assembled. It was striking to hear all of them drinking 'Dr. Johnson! Dr.",1700-1800,10451
"Live, heart, to joy at fond Horatio's fall! BEL. Why stands Horatio speechless all this while? HOR.",1483-1600,35330
"He sees his love, and nothing else he sees,
       Nor nothing else with his proud sight agrees. 288

     Look, when a painter would surpass the life,
     In limning out a well-proportion'd steed,
     His art with nature's workmanship at strife,
     As if the dead the living should exceed;             292
       So did this horse excel a common one,
       In shape, in courage, colour, pace and bone. Round-hoof'd, short-jointed, fetlocks shag and long,
     Broad breast, full eye, small head, and nostril wide,
     High crest, short ears, straight legs and passing strong,
     Thin mane, thick tail, broad buttock, tender hide:
       Look, what a horse should have he did not lack,
       Save a proud rider on so proud a back. 300

     Sometimes he scuds far off, and there he stares;
     Anon he starts at stirring of a feather;
     To bid the wind a base he now prepares,
     And whe'r he run or fly they know not whether;       304
       For through his mane and tail the high wind sings,
       Fanning the hairs, who wave like feather'd wings.",1483-1600,1045
"Dyde go   (se se  [open parenthesis missing]
  Wo worthe bebate without extynguyshment  [error for ""debate""?] For lyke as Phebus dothe the snowe relente  [text reads ""Phehus""]
  And the releace of euerlastynge wo  [initial ""A"" invisible]
  Put under the wynge of his benygnyte  [initial ""u"" in original]


Unusual letters or letterforms

  Capital U/V is shown as ""V"" for consistency, although the letterform
  is closer to ""U"". Thorn [Th] appears several times at the beginning of
  lines, and once in an abbreviation; ""th"" is used everywhere else.",1483-1600,22289
"On the other hand,
he who takes pleasure in receiving a benefit, enjoys an unvarying and
continuous happiness, which he derives from consideration, not of
the thing given, but of the intention of the giver. A benefit gives
perpetual joy to a grateful man, but pleases an ungrateful one only for
a moment. Can the lives of such men be compared, seeing that the one
is sad and gloomy--as it is natural that a denier of his debts and a
defrauder should be, a man who does not give his parents, his nurses, or
his teachers the honour which is their due--while the other is joyous,
cheerful, on the watch for an opportunity of proving his gratitude, and
gaining much pleasure from this frame of mind itself? Such a man has no
wish to become bankrupt, but only to make the fullest and most copious
return for benefits, and that not only to parents and friends, but also
to more humble persons; for even if he receives a benefit from his
own slave, he does not consider from whom he receives it, but what he
receives. XVIII.",1600-1700,3794
"For the holsomnesse thereof I neede to say but thus much: that for all
the want of prouision, as first of English victuall; excepting for
twentie daies, wee liued only by drinking water and by the victuall of
the countrey, of which some sorts were very straunge vnto vs, and might
haue bene thought to haue altered our temperatures in such sort as to
haue brought vs into some greeuous and dagerous diseases: secondly the
wat of English meanes, for the taking of beastes, fishe, and foule,
which by the helpe only of the inhabitants and their meanes, coulde not
bee so suddenly  and easily prouided for vs, nor in so great numbers &
quantities, nor of that choise as otherwise might haue bene to our
better satisfaction and contentment. Some want also wee had of clothes. Furthermore, in all our trauailes which were most speciall and often in
the time of winter, our lodging was in the open aire vpon the grounde.",1483-1600,4247
"He,
overwhelmed with confusion and astonishment, after regarding Dorothea for
some moments with a fixed gaze, opened his arms, and, releasing Luscinda,
exclaimed:

""Thou hast conquered, fair Dorothea, thou hast conquered, for it is
impossible to have the heart to deny the united force of so many truths."" Luscinda in her feebleness was on the point of falling to the ground when
Don Fernando released her, but Cardenio, who stood near, having retreated
behind Don Fernando to escape recognition, casting fear aside and
regardless of what might happen, ran forward to support her, and said as
he clasped her in his arms, ""If Heaven in its compassion is willing to
let thee rest at last, mistress of my heart, true, constant, and fair,
nowhere canst thou rest more safely than in these arms that now receive
thee, and received thee before when fortune permitted me to call thee
mine."" At these words Luscinda looked up at Cardenio, at first beginning to
recognise him by his voice and then satisfying herself by her eyes that
it was he, and hardly knowing what she did, and heedless of all
considerations of decorum, she flung her arms around his neck and
pressing her face close to his, said, ""Yes, my dear lord, you are the
true master of this your slave, even though adverse fate interpose again,
and fresh dangers threaten this life that hangs on yours.""",1600-1700,5915
"COPYRIGHT, 1909, BY BENZIGER BROTHERS. Contents

  RULES FOR THE PROPER OBSERVANCE OF NOVENAS
  ON THE MANNER OF READING THE MEDITATIONS AND OBSERVING THE PRACTICES
  INTRODUCTION: MARY, THE HELP OF CHRISTIANS

  I. NOVENA IN HONOR OF THE IMMACULATE CONCEPTION OF THE BLESSED
     VIRGIN MARY

  FIRST DAY.--THE PREDESTINATION OF THE BLESSED VIRGIN MARY
  SECOND DAY.--MARY'S IMMACULATE CONCEPTION
  THIRD DAY.--MARY, THE VICTRIX OF SATAN
  FOURTH DAY.--MARY WITHOUT ACTUAL SIN
  FIFTH DAY.--MARY, FULL OF GRACE
  SIXTH DAY.--MARY, OUR REFUGE
  SEVENTH DAY.--MARY, THE MOTHER OF CHASTITY
  EIGHTH DAY.--THE IMAGE OF THE IMMACULATE CONCEPTION
  NINTH DAY.--THE FEAST OF THE IMMACULATE CONCEPTION

  II. NOVENA IN HONOR OF THE NATIVITY OF THE BLESSED VIRGIN MARY

  FIRST DAY.--THE BIRTH OF MARY
  SECOND DAY.--MARY, THE ELECT OF GOD
  THIRD DAY.--MARY, THE CHILD OF ROYALTY
  FOURTH DAY.--MARY, THE CHILD OF PIOUS PARENTS
  FIFTH DAY.--MARY'S SUPERNATURAL PREROGATIVES
  SIXTH DAY.--MARY, THE JOY OF THE MOST HOLY TRINITY
  SEVENTH DAY.--THE ANGELS REJOICE AT MARY'S BIRTH
  EIGHTH DAY.--THE JOY OF THE JUST IN LIMBO AT MARY'S BIRTH
  NINTH DAY.--THE HOLY NAME OF MARY

  III. NOVENA FOR THE FEAST OF THE ANNUNCIATION OF THE BLESSED VIRGIN
       MARY

  FIRST DAY.--THE ANNUNCIATION
  SECOND DAY.--THE IMPORT OF THE ANGEL'S SALUTATION
  THIRD DAY.--THE EFFECT OF THE ANGEL'S SALUTATION
  FOURTH DAY.--MARY'S QUESTION
  FIFTH DAY.--THE SOLUTION
  SIXTH DAY.--MARY'S CONSENT
  SEVENTH DAY.--MARY'S FORTITUDE IN SUFFERING
  EIGHTH DAY.--MARY, THE MOTHER OF GOD
  NINTH DAY.--MARY OUR MOTHER

  IV.",1900-2000,33671
"Burial of St. Catherine                         70
          In the Brera, Milan




[Illustration]

I

A RETROSPECT


In the beginning of the long and fascinating history of Italian Art we
see that the spirit of the Renaissance first fluttered over the minds
of men much as the spirit of life is said have moved over the face of
the waters before the first chapter of creation's marvellous story was
written. Beginnings were small, progress was slow, and the lives of
the great artists moved very unevenly to their appointed end. There were some who rose to fame and fortune during their life, and
then died so completely that no biography can hope to rouse any
interest in their work among succeeding generations. There were others who worked in silence and without _reclame_ of any
sort, content with the respect and esteem of those with whom they came
into immediate contact, indifferent to the plaudits of the crowd or
the noisy praises of those who are not qualified to judge. True
servants of the western world's religion, they translated work into
terms of moral life, and moral life into terms of work.",1900-2000,42163
"I confess I have
sucked in so much of the sad story of Queen Elizabeth, from my cradle,
that I was ready to weep for her sometimes; but the play is the most
ridiculous that sure ever come upon the stage; and, indeed, is merely a
shew, only shews the true garbe of the Queen in those days, just as we see
Queen Mary and Queen Elizabeth painted; but the play is merely a puppet
play, acted by living puppets. Neither the design nor language better;
and one stands by and tells us the meaning of things: only I was pleased
to see Knipp dance among the milkmaids, and to hear her sing a song to
Queen Elizabeth; and to see her come out in her night-gowne with no lockes
on, but her bare face and hair only tied up in a knot behind; which is the
comeliest dress that ever I saw her in to her advantage. Thence home and
went as far as Mile End with Sir W. Pen, whose coach took him up there for
his country-house; and after having drunk there, at the Rose and Crowne, a
good house for Alderman Bides ale,--[John Bide, brewer, Sheriff of London
in 1647.--B.] --we parted, and we home, and there I finished my letters,
and then home to supper and to bed. 18th (Lord's day).",1600-1700,4179
"63, 65. CHAP. 3. _Of the Trunk._

The _Skin_, its original. 67.",1600-1700,58138
"This one won't fall."" Bannon answered one or two more questions rather at random, then
suddenly came back to earth. ""What are you doing here, anyway?""",1900-2000,30431
"He then took his departure and I was left, I know
not whether sorrowful or happy; all I can say is, I was left agitated and
troubled in mind and almost bewildered by what had taken place, and I had
not the spirit, or else it did not occur to me, to chide my maid for the
treachery she had been guilty of in concealing Don Fernando in my
chamber; for as yet I was unable to make up my mind whether what had
befallen me was for good or evil. I told Don Fernando at parting, that as
I was now his, he might see me on other nights in the same way, until it
should be his pleasure to let the matter become known; but, except the
following night, he came no more, nor for more than a month could I catch
a glimpse of him in the street or in church, while I wearied myself with
watching for one; although I knew he was in the town, and almost every
day went out hunting, a pastime he was very fond of. I remember well how
sad and dreary those days and hours were to me; I remember well how I
began to doubt as they went by, and even to lose confidence in the faith
of Don Fernando; and I remember, too, how my maid heard those words in
reproof of her audacity that she had not heard before, and how I was
forced to put a constraint on my tears and on the expression of my
countenance, not to give my parents cause to ask me why I was so
melancholy, and drive me to invent falsehoods in reply. But all this was
suddenly brought to an end, for the time came when all such
considerations were disregarded, and there was no further question of
honour, when my patience gave way and the secret of my heart became known
abroad. The reason was, that a few days later it was reported in the town
that Don Fernando had been married in a neighbouring city to a maiden of
rare beauty, the daughter of parents of distinguished position, though
not so rich that her portion would entitle her to look for so brilliant a
match; it was said, too, that her name was Luscinda, and that at the
betrothal some strange things had happened.""",1600-1700,5912
"A sentry was
placed at the bedroom door, who thought that a proper discharge of
his duty required him to open it every five minutes during the night,
to make sure that his prisoner had not escaped. Mrs. O'Sullivan did
not quite appreciate the situation. CHAPTER XIV.",1800-1900,51195
"Brown_, at the Black Swan
             without _Temple-bar_, and _T. Ballard_, at the
             Rising-Sun in _Little-britain_. 1709. To the Right Worshipful Sir _T. V._ Knight.",1700-1800,54372
